 Source Port, Destination Port, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Fwd Packet Length Min,Bwd Packet Length Max, Flow IAT Mean, Flow IAT Std, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Min, Fwd Header Length, Bwd Header Length, Bwd Packets/s, Init_Win_bytes_backward, NFlow Packets/s
63486,12414,17,1,2,0,1032.0,516.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
60231,3000,6,74106510,27,29,27.0,1.0,1.0,1347391.091,1696140.896,41541.0,71100000.0,2733243.846,997402.0,540,580,0.391328643,2051,-0.9172636620214214
46010,61636,17,105179,4,0,1398.0,330.0,0.0,35059.66666666667,60724.25793975034,0.0,105179.0,35059.66666666667,0.0,0,0,0.0,-1,-0.917224210001208
754,62234,17,45,2,0,458.0,229.0,0.0,45.0,0.0,45.0,45.0,45.0,45.0,16,0,0.0,-1,-0.8702239378963562
917,18282,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,52,0,0.0,-1,1.1995591152063798
816,61955,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-2,0,0.0,-1,1.1995591152063798
62458,3000,6,116149974,43,45,43.0,1.0,1.0,1335057.172,1636522.596,40213.0,112000000.0,2668857.571,976556.0,860,900,0.387430134,2051,-0.9172636599341836
40543,2163,17,47,2,0,750.0,375.0,0.0,47.0,0.0,47.0,47.0,47.0,47.0,16,0,0.0,-1,-0.8722256623190862
11569,60564,4,99,2,2,12.0,4.0,4.0,33.0,27.73084924772409,1.0,48.0,48.0,48.0,40,40,20202.020202020205,0,-0.8745003491630975
57405,33739,4,1,2,0,12.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
43306,20920,4,100,2,2,12.0,4.0,4.0,33.333333333333336,55.13921774321189,1.0,1.0,1.0,1.0,40,40,20000.0,0,-0.8749279902897715
47144,33513,4,97,2,2,12.0,4.0,4.0,32.333333333333336,54.27092530382482,1.0,1.0,1.0,1.0,40,40,20618.556701030928,0,-0.8736186148812951
36185,9417,17,106809,3,0,1438.0,330.0,0.0,35603.0,61664.47285106718,1.0,106809.0,35603.0,1.0,80,0,0.0,-1,-0.9172248242797968
56200,41385,17,1,2,0,766.0,383.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
3000,53434,6,33707,1,1,0.0,0.0,0.0,33707.0,0.0,33707.0,0.0,0.0,0.0,20,20,29.667428130655352,2051,-0.9172016611191725
1020,59687,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
689,31262,17,0,2,0,458.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0.0,-1,1.6017995368153533e-15
602,60054,17,3212032,16,0,8256.0,516.0,0.0,214135.4666666668,341258.51375080674,1.0,3212032.0,214135.4666666668,1.0,-2125437870,0,0.0,-1,-0.9172591895951716
3000,49514,6,31903,1,1,0.0,0.0,0.0,31903.0,0.0,31903.0,0.0,0.0,0.0,20,20,31.345014575431776,2051,-0.9171981099646336
40840,80,6,41872,6,9,317.0,0.0,7240.0,2990.8571428571427,10240.379326336148,0.0,39905.0,7981.0,221.0,192,304,214.9407718761941,108,-0.9168853020858644
40129,32035,17,108087,4,0,1398.0,330.0,0.0,36029.0,62401.46047169089,1.0,108087.0,36029.0,1.0,80,0,0.0,-1,-0.9172252929466096
60220,24723,4,109,2,2,12.0,4.0,4.0,36.33333333333333,61.19912853410033,1.0,1.0,1.0,1.0,40,40,18348.623853211007,0,-0.8784236622518509
62519,53946,17,1,2,0,1032.0,516.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
57730,4393,4,49,2,2,12.0,4.0,4.0,16.333333333333332,26.558112382722783,1.0,1.0,1.0,1.0,40,40,40816.32653061225,0,-0.8308634995024731
924,35673,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
719,20786,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
826,52968,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
43386,28172,17,230402,6,0,2088.0,321.0,0.0,46080.4,63233.37068589655,0.0,230402.0,46080.4,0.0,0,0,0.0,-1,-0.9172368992627752
63418,10121,4,1,2,0,12.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
51529,3000,6,205521,3,4,330.0,0.0,451.0,34253.5,44808.5175775767,1095.0,200534.0,100267.0,17389.0,60,104,19.46273130239732,2051,-0.9172284125580769
718,11888,17,1,2,0,422.0,211.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
563,16290,17,0,2,0,458.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0.0,-1,1.6017995368153533e-15
663,30728,17,38,2,0,458.0,229.0,0.0,38.0,0.0,38.0,38.0,38.0,38.0,40,0,0.0,-1,-0.8615585782242754
59776,3000,6,119889510,3,3,388.0,0.0,0.0,23977902.0,53586511.08419622,285.0,12842.0,6421.0,5606.0,72,72,0.0250230399640468,2051,-0.9172644088611484
3000,58468,6,11115479,3,5,451.0,0.0,339.0,1587925.5714285714,3865309.248592961,376.0,770458.0,385229.0,49767.0,72,112,0.4498231700136359,511,-0.917263700073476
900,10742,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,64,0,0.0,-1,1.1995591152063798
57919,38176,4,1,2,0,12.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
648,9115,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,28,0,0.0,-1,1.1995591152063798
33455,33817,17,105600,3,0,1398.0,330.0,0.0,35200.0,60966.45637561692,1.0,105600.0,35200.0,1.0,32,0,0.0,-1,-0.9172243704748836
18347,1261,17,2999829,3,0,2064.0,516.0,0.0,999943.0,1731950.3486220385,1.0,2999829.0,999943.0,1.0,80,0,0.0,-1,-0.9172630505343474
35039,43595,17,1,2,0,766.0,383.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
953,17885,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
62539,27495,17,3002129,3,0,2064.0,516.0,0.0,1000709.6666666667,1733278.2542411743,1.0,3002129.0,1000709.6666666667,1.0,40,0,0.0,-1,-0.917263051615574
648,1958,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
675,63835,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
3000,52380,6,24365,1,1,0.0,0.0,0.0,24365.0,0.0,24365.0,0.0,0.0,0.0,20,20,41.04247896572953,2051,-0.9171775821433746
826,40324,17,2,2,0,458.0,229.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,40,0,0.0,-1,0.1411473266879352
43687,61193,17,1,2,0,802.0,401.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
612,47251,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
56986,3000,6,1668,1,1,0.0,0.0,0.0,1668.0,0.0,1668.0,0.0,0.0,0.0,20,20,599.5203836930456,511,-0.9159953829473936
919,4217,17,0,2,0,494.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0.0,-1,1.6017995368153533e-15
37732,54366,17,1,2,0,1032.0,516.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
41903,42123,17,1,2,0,750.0,375.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,28,0,0.0,-1,1.1995591152063798
42136,14239,17,1,2,0,766.0,383.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
888,41037,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,28,0,0.0,-1,1.1995591152063798
793,31161,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
6159,7917,17,3007446,3,0,2064.0,516.0,0.0,1002482.0,1736348.8916479312,0.0,3007446.0,1002482.0,0.0,38,0,0.0,-1,-0.9172630541087566
26224,47702,4,1,2,0,12.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
39507,9889,4,1,2,0,12.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
646,27686,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,28,0,0.0,-1,1.1995591152063798
59484,13497,17,1,2,0,750.0,375.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
63972,19083,17,1,2,0,1032.0,516.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
634,8316,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
62740,44343,17,3002971,3,0,2064.0,516.0,0.0,1000990.3333333333,1733721.0820778909,1.0,3002971.0,1000990.3333333333,1.0,80,0,0.0,-1,-0.9172630520109826
42080,11253,17,105731,4,0,1438.0,330.0,0.0,35243.66666666667,61042.08926088076,1.0,105731.0,35243.66666666667,1.0,0,0,0.0,-1,-0.9172244201478044
788,56010,17,1,2,0,422.0,211.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
998,43933,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
57881,3000,6,7779,1,1,0.0,0.0,451.0,7779.0,0.0,7779.0,0.0,0.0,0.0,20,20,128.5512276642242,2051,-0.9169923415609328
60378,13705,17,1,2,0,802.0,401.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
40564,50899,17,1,2,0,802.0,401.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,28,0,0.0,-1,1.1995591152063798
523,58065,17,4,2,0,1256.0,628.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,40,0,0.0,-1,-0.4938997464231315
35418,18945,17,107370,3,0,1438.0,330.0,0.0,35790.0,61988.36635208255,1.0,107370.0,35790.0,1.0,-4,0,0.0,-1,-0.9172250313829534
41274,9858,17,108938,3,0,1398.0,330.0,0.0,36312.66666666667,62894.51760156312,0.0,108938.0,36312.66666666667,0.0,80,0,0.0,-1,-0.917225598925425
572,40621,17,0,2,0,458.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0.0,-1,1.6017995368153533e-15
62529,8734,17,1,2,0,1032.0,516.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
50265,3000,6,119895724,3,3,332.0,0.0,0.0,23979144.800000004,53589185.53028418,194.0,13017.0,6508.5,5809.0,72,72,0.0250217430606616,2051,-0.9172644088638936
10072,38977,17,1,2,0,1032.0,516.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
7851,7851,4,55108130,6,2,48.0,4.0,4.0,6123125.555555556,9399720.809243953,1.0,55108022.0,7872574.571428571,1.0,160,40,0.0362922857298914,0,-0.917264269769594
62575,55286,17,3000313,3,0,2064.0,516.0,0.0,1000104.3333333333,1732229.786152326,1.0,3000313.0,1000104.3333333333,1.0,16,0,0.0,-1,-0.9172630507620128
799,51039,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
961,36230,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
53596,14442,17,1,2,0,802.0,401.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
55424,42576,4,52,2,2,12.0,4.0,4.0,17.333333333333336,28.29016319029166,1.0,1.0,1.0,1.0,40,40,38461.53846153846,0,-0.8358481704060137
534,4665,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
879,45675,17,45,2,0,458.0,229.0,0.0,45.0,0.0,45.0,45.0,45.0,45.0,40,0,0.0,-1,-0.8702239378963562
56862,3000,6,944260,3,4,326.0,0.0,451.0,157376.66666666666,357416.2062871054,400.0,933572.0,466786.0,2800.0,60,104,4.236121407239532,2051,-0.917256615599048
735,23181,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
708,53119,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,28,0,0.0,-1,1.1995591152063798
41792,52942,17,218472,4,0,2088.0,321.0,0.0,43694.4,59830.85926844108,1.0,218472.0,43694.4,1.0,-2125437864,0,0.0,-1,-0.9172353941663184
32983,22557,17,1,2,0,750.0,375.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
49888,45835,4,1,2,0,12.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
770,5817,17,1,2,0,2928.0,1464.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-2,0,0.0,-1,1.1995591152063798
49302,52388,17,1,2,0,802.0,401.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
880,42552,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
50299,3000,6,108096513,33,35,33.0,1.0,1.0,1613380.791,1914433.531,40514.0,106000000.0,3313934.594,993550.0,660,700,0.323784727,4098,-0.9172637960180834
64189,64189,4,118,2,2,12.0,4.0,4.0,39.33333333333333,66.39528095680697,1.0,1.0,1.0,1.0,40,40,16949.15254237288,0,-0.8813860961180197
661,33068,17,0,2,0,458.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0.0,-1,1.6017995368153533e-15
520,62816,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
53047,3000,6,8271,1,1,0.0,0.0,451.0,8271.0,0.0,8271.0,0.0,0.0,0.0,20,20,120.90436464756375,2051,-0.9170085286208568
58689,32671,4,1,2,0,12.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
62971,3000,6,819563,3,4,301.0,0.0,451.0,136593.83333333334,305873.4910844133,427.0,814553.0,407276.5,3846.0,60,104,4.880649809715665,4099,-0.9172554217902444
62542,3000,6,3076,1,2,0.0,0.0,0.0,1538.0,1685.7425663487293,346.0,0.0,0.0,0.0,20,40,650.1950585175553,2051,-0.9162322006583522
3000,63082,6,6498,1,1,0.0,0.0,0.0,6498.0,0.0,6498.0,0.0,0.0,0.0,20,20,153.8935056940597,2051,-0.9169386964293031
33847,46272,4,108,2,2,12.0,4.0,4.0,36.0,29.597297173897484,2.0,50.0,50.0,50.0,40,40,18518.51851851852,0,-0.8780640252187151
53727,32933,17,45,2,0,802.0,401.0,0.0,45.0,0.0,45.0,45.0,45.0,45.0,16,0,0.0,-1,-0.8702239378963562
62660,3000,6,119657659,3,3,399.0,0.0,0.0,23931531.8,53487362.99102076,187.0,5651.0,2825.5,479.0,72,72,0.0250715250914277,2051,-0.917264408758514
33036,8099,17,108951,4,0,1438.0,330.0,0.0,36317.0,62901.15712767135,1.0,108951.0,36317.0,1.0,0,0,0.0,-1,-0.917225603562535
60499,29400,17,106377,4,0,1398.0,330.0,0.0,35459.0,61414.191511408826,1.0,106377.0,35459.0,1.0,80,0,0.0,-1,-0.9172246633105842
56034,3000,6,68263,1,1,0.0,0.0,0.0,68263.0,0.0,68263.0,0.0,0.0,0.0,20,20,14.649224323572064,511,-0.917233452007076
656,18410,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
46086,80,6,189,1,1,0.0,0.0,0.0,189.0,0.0,189.0,0.0,0.0,0.0,32,32,5291.005291005291,501,-0.9060643370842824
62466,59952,17,2999757,3,0,2064.0,516.0,0.0,999919.0,1731908.779402657,1.0,2999757.0,999919.0,1.0,56,0,0.0,-1,-0.9172630505004736
37193,24152,17,48,2,0,750.0,375.0,0.0,48.0,0.0,48.0,48.0,48.0,48.0,0,0,0.0,-1,-0.8731639706422408
900,37396,17,2,2,0,2944.0,1472.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0,0,0.0,-1,0.1411473266879352
741,4969,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
3000,52039,6,65500,1,1,0.0,0.0,0.0,65500.0,0.0,65500.0,0.0,0.0,0.0,20,20,15.267175572519085,2051,-0.9172321439133028
1018,48879,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
915,62515,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
51033,32714,17,1,2,0,750.0,375.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-2,0,0.0,-1,1.1995591152063798
512,41690,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
23121,10319,4,1,2,0,12.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
34451,60270,17,48,2,0,766.0,383.0,0.0,48.0,0.0,48.0,48.0,48.0,48.0,16,0,0.0,-1,-0.8731639706422408
62640,64501,17,3116075,3,0,2064.0,516.0,0.0,1038691.6666666667,1799065.0080142552,1.0,3116075.0,1038691.6666666667,1.0,40,0,0.0,-1,-0.9172631031831232
41337,48007,17,215259,6,0,2088.0,321.0,0.0,43051.8,58951.10278188186,1.0,215259.0,43051.8,1.0,120,0,0.0,-1,-0.9172349602963988
60220,55784,17,1,2,0,750.0,375.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,28,0,0.0,-1,1.1995591152063798
708,43341,17,47,2,0,458.0,229.0,0.0,47.0,0.0,47.0,47.0,47.0,47.0,16,0,0.0,-1,-0.8722256623190862
19290,20182,17,51,2,0,1032.0,516.0,0.0,51.0,0.0,51.0,51.0,51.0,51.0,0,0,0.0,-1,-0.8757581171827272
51756,3000,6,119764692,4,4,316.0,0.0,0.0,17109241.714285716,45238645.09538204,199.0,119716187.0,39905395.66666667,7420.0,92,92,0.0333988250894512,2051,-0.9172643911310888
5908,13665,17,3000138,3,0,2064.0,516.0,0.0,1000046.0,1732129.6158806938,0.0,3000138.0,1000046.0,0.0,38,0,0.0,-1,-0.9172630506797042
842,28786,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
26638,15227,4,112,2,2,12.0,4.0,4.0,37.33333333333333,63.799164048859865,0.0,1.0,1.0,1.0,40,40,17857.14285714286,0,-0.8794640408119935
52353,3000,6,230113,3,4,360.0,0.0,451.0,38352.16666666667,67650.70291258374,87.0,225703.0,112851.5,3141.0,60,104,17.38276412023658,2051,-0.917232265116201
62564,3000,6,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,20,0.0,511,1.6017995368153533e-15
53595,35187,17,1,2,0,766.0,383.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-2,0,0.0,-1,1.1995591152063798
50838,3000,6,119831840,3,3,363.0,0.0,0.0,23966368.0,53529590.45961189,1655.0,68550.0,34275.0,25993.0,72,72,0.0250350824956038,4099,-0.9172644088356564
51961,51961,4,64871673,12,2,72.0,4.0,4.0,4990128.692307693,7045233.435001313,1.0,64871673.0,5897424.818181817,1.0,240,40,0.0308300974448431,0,-0.9172642334139391
3000,53101,6,52413248,3,5,479.0,0.0,385.0,7487606.857142857,17609535.771678805,81.0,5207134.0,2603567.0,206030.0,72,112,0.0953957289576864,511,-0.9172643002817668
648,4519,17,1,2,0,494.0,247.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
13543,46888,4,1,2,0,12.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
739,59415,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
3000,52608,6,30148,1,1,0.0,0.0,0.0,30148.0,0.0,30148.0,0.0,0.0,0.0,20,20,33.16969616558312,2051,-0.9171942474356228
3000,56993,6,15752515,3,5,451.0,0.0,350.0,2250359.285714286,5650236.731628676,324.0,693035.0,346517.5,47992.0,72,112,0.3174096326840507,511,-0.917263924310354
51460,13218,17,106247,4,0,1398.0,330.0,0.0,35415.66666666667,61340.0019997826,1.0,106247.0,35415.66666666667,1.0,80,0,0.0,-1,-0.9172246146145496
1003,8979,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
24391,11207,4,1,2,0,12.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
62260,3000,6,9185384,1,1,0.0,0.0,0.0,9185384.0,0.0,9185384.0,0.0,0.0,0.0,20,20,0.1088686112632852,511,-0.9172642313748662
43251,48495,17,108679,4,0,1398.0,330.0,0.0,36226.33333333333,62744.117854451775,1.0,108679.0,36226.33333333333,1.0,684,0,0.0,-1,-0.9172255063087058
0,0,0,2719245,4,1,0.0,0.0,0.0,679811.25,1287156.9036164873,11741.0,2695709.0,898569.6666666667,11741.0,0,0,0.3677491362492162,-1,-0.9172625156804044
788,34577,17,0,2,0,494.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0.0,-1,1.6017995368153533e-15
900,21373,17,2,2,0,2944.0,1472.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0,0,0.0,-1,0.1411473266879352
648,20944,17,48,2,0,458.0,229.0,0.0,48.0,0.0,48.0,48.0,48.0,48.0,16,0,0.0,-1,-0.8731639706422408
3000,54443,6,50004,1,1,0.0,0.0,0.0,50004.0,0.0,50004.0,0.0,0.0,0.0,20,20,19.99840012798976,2051,-0.9172221287456154
54456,14967,17,108548,4,0,1398.0,330.0,0.0,36182.66666666667,62668.48496918793,1.0,108548.0,36182.66666666667,1.0,80,0,0.0,-1,-0.9172254592956484
799,7678,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
648,16867,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
10619,6965,4,108,2,2,12.0,4.0,4.0,36.0,59.75784467331465,1.0,1.0,1.0,1.0,40,40,18518.51851851852,0,-0.8780640252187151
648,15183,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
30965,46044,17,1,2,0,1032.0,516.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
670,39050,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-2,0,0.0,-1,1.1995591152063798
963,57069,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
981,40929,17,1,2,0,350.0,175.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
55251,49313,17,1,2,0,802.0,401.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
3000,61756,6,153638,3,4,451.0,0.0,320.0,25606.333333333336,25229.72293677968,2344.0,91392.0,45696.0,3741.0,72,92,26.03522566031841,513,-0.917216238848437
44774,3047,17,1,2,0,750.0,375.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
939,54897,17,2,2,0,2944.0,1472.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0,0,0.0,-1,0.1411473266879352
51611,3000,6,118137466,38,40,38.0,1.0,1.0,1534252.805,1836592.382,39901.0,116000000.0,3137919.622,967456.0,760,800,0.338588607,4098,-0.9172637630164724
62823,14810,17,3000053,3,0,2064.0,516.0,0.0,1000017.6666666667,1732079.6750823366,1.0,3000053.0,1000017.6666666667,1.0,80,0,0.0,-1,-0.9172630506397222
60410,63744,4,64,2,2,12.0,4.0,4.0,21.333333333333336,35.21836642056717,1.0,1.0,1.0,1.0,40,40,31250.0,0,-0.8511137250481066
30062,4888,4,1,2,0,12.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
80,42194,6,46024,8,7,22681.0,0.0,317.0,3287.428571428572,11061.289246837268,0.0,45659.0,6522.714285714286,0.0,264,232,152.09455936033373,391,-0.9169195075278026
22265,38000,4,58,2,2,12.0,4.0,4.0,19.333333333333336,31.75426480542941,1.0,1.0,1.0,1.0,40,40,34482.758620689645,0,-0.8442705453809615
55193,3000,6,30569098,1,1,0.0,0.0,0.0,30569098.0,0.0,30569098.0,0.0,0.0,0.0,20,20,0.0327127741878415,511,-0.9172643925833376
965,29068,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,52,0,0.0,-1,1.1995591152063798
33775,20440,17,107050,3,0,1438.0,330.0,0.0,35683.33333333333,61762.04970961808,1.0,107050.0,35683.33333333333,1.0,80,0,0.0,-1,-0.917224913515198
62510,43607,17,5999251,4,0,3096.0,516.0,0.0,1199850.2,1642961.2467928757,1.0,5999251.0,1199850.2,1.0,1088,0,0.0,-1,-0.9172634032865792
62496,14472,17,2,2,0,1032.0,516.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,40,0,0.0,-1,0.1411473266879352
55131,3000,6,598801,3,4,327.0,0.0,451.0,99800.16666666666,210704.3835722614,215.0,593059.0,296529.5,10898.0,60,104,6.680015564436265,2051,-0.9172520889678728
52326,4176,17,1,2,0,766.0,383.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,64,0,0.0,-1,1.1995591152063798
36217,24997,17,1,2,0,766.0,383.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,64,0,0.0,-1,1.1995591152063798
3000,61739,6,4803,1,1,0.0,0.0,0.0,4803.0,0.0,4803.0,0.0,0.0,0.0,20,20,208.20320632937748,2051,-0.9168237323745366
36128,41873,17,1,2,0,750.0,375.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
